authors,title,series,genres,availability,publication_date,editor,pages,isbn,summary,cover_path
"Simmons, Dan",The ​Endymion Omnibus: Endymion and The Rise of Endymion,,SF,,2005,Orion Books,983,9780575076341,"The ​triumphant concluding novels to the Hyperion Quartet, together in one volume for the first time. ENDYMION Two hundred and seventy-four years after the fall of the WorldWeb in Fall of Hyperion, Raoul Endymion is sent on a quest. Retrieving Aenea from the Sphinx before the Church troops reach her is only the beginning. With help from a blue-skinned android named A. Bettik, Raoul and Aenea travel the river Tethys, pursued by Father Captain Frederico DeSoya, an influential warrior-priest and his troops. The shrike continues to make enigmatic appearances, and while many questions were raised in Hyperion and Fall of Hyperion, still more are raised here. Raoul's quest will continue. THE RISE OF ENDYMION The time of reckoning has arrived. As a final genocidal Crusade threatens to enslave humanity forever, a new messiah has come of age. She is Aenea and she has undergone a strange apprenticeship to those known as the Others. Now her protector, Raul Endymion, one-time shepherd and convicted murderer, must help her deliver her startling message to her growing army of disciples. But first they must embark on a final spectacular mission to discover the underlying meaning of the universe itself. They have been followed on their journey by the mysterious Shrike--monster, angel, killing machine--who is about to reveal the long-held secret of its origin and purpose. And on the planet of Hyperion, where the story first began, the final revelation will be delivered--an apocalyptic message that unlocks the secrets of existence and the fate of humankind in the galaxy.",/MyLibrary/Images/Books/184.png
"Sinek, Simon",Start With Why: How Great Leaders Inspire Everyone to Take Action,,"Essai, Management",,06/10/2011,Penguin,256,9780241958223,"Why are some people more inventive, pioneering and successful than others?
And why are they able to repeat their success again and again?

Because it doesn't matter what you do, it matters WHY you do it.

Those who have had the greatest influence in the world all think, act, and communicate in the same way - and it's the opposite to most. Drawing on the stories of leaders such as Steve Jobs, Ernest Shackleton and the Wright brothers, who each discovered their why to maximum effect, Simon Sinek uncovers the fundamental secret of their success. How you lead, inspire, live, it all starts with why.",/MyLibrary/Images/Books/229.png
"Slepikas, Alvydas",À l'ombre des loups,,"Roman, Historique",,03/02/2021,J'AI LU,288,9782290236659,"À la fin de la Seconde Guerre mondiale, femmes et enfants allemands sont exposés à l'avancée de l'armée soviétique qui a pour mission de les exterminer jusqu'au dernier. Leur unique espoir est de gagner la Lituanie.

La forêt sombre et inquiétante devient alors l'un des seuls refuges de ceux que l'Histoire appellera les ""enfants-loups"".

Alvydas šlepikas est dramaturge, scénariste et metteur en scène. Il a déjà publié plusieurs recueils de poésie et dirige la rubrique littéraire de l'hebdomadaire Literatüra ir menas. À l'ombre des loups est son premier roman.",/MyLibrary/Images/Books/48.png
Sophocle,Oedipe Roi,,Théâtre,,27/06/2007,Hachette,190,9782011694904,,/MyLibrary/Images/Books/248.png
"St Clair, Kassia",The Golden Thread: How Fabric Changed History,,Essai,,03/10/2019,John Murray,368,9781473659056,"From colorful threads found on the floor of an ancient Georgian cave to the Indian calicoes that fueled the Industrial Revolution, The Golden Thread illuminates the myriad and fascinating histories behind the cloths that came to define human civilization―the fabric, for example, that allowed mankind to shatter athletic records, and the textile technology that granted us the power to survive in space. Exploring the enduring association of textiles with “women’s work,” Kassia St. Clair “spins a rich social history . . . that also reflects the darker side of technology” (Rachel Newcomb, Washington Post).",/MyLibrary/Images/Books/55.png
"St Louis, Regis",Montréal et Québec en quelques jours,,Voyage,,2010,Lonely Planet,176,9782816102291,,/MyLibrary/Images/Books/271.png
,STARS : La grande route,,JDR,,23/06/2021,ARTISANAT ANCIEN,210,9782380240191,,/MyLibrary/Images/Books/278.png
Stendhal,De l'Amour,,"Essai, Psychologie",,1966,Baudelaire,371,OCLC:882961141,,/MyLibrary/Images/Books/161.png
"Stewart, Paul; Riddell, Chris; Odin, Jacqueline",La Bataille du ciel,Chroniques du bout de monde (tome 3),Fantasy,,12/04/2007,Editions Milan,425,9782745924599,"Turbot Smil. Pour le jeune Quint, devenu pirate du ciel aux côtés de son père, le Loup des nues, ce nom évoque à jamais la trahison et la mort.Turbot Smil le traître, qui fomenta une mutinerie contre le Loup des nues ; Turbot Smil l'assassin, qui fit périr toute la famille de Quint. On le croyait mort, mais une rumeur court dans Infraville: Turbot Snil est de retour !
Le père et le fils n'ont plus alors qu'une idée en tête : le traquer, sans relâche. Au risque d'oublier leurs véritables ennemis et de perdre une bataille plus importante encore...

Le cycle de Quint
1- La Malédiction du luminard
2Les Chevaliers de l'hiver
3 La Bataille du ciel",/MyLibrary/Images/Books/188.png
"Stewart, Paul; Riddell, Chris; Odin, Jacqueline",Le chevalier des Clairières franches,Chroniques du bout de monde (tome 9),Fantasy,,14/10/2005,Editions Milan,411,9782745916969,"Infraville est détruite. Ses habitants ont tout perdu. Une seule issue, pour tous les Infravillois : l'exode. Direction : les Clairières franches, le seul espace de liberté qui subsiste encore, au cœur des Grands Bois. Un long et périlleux voyage...",/MyLibrary/Images/Books/190.png
"Stewart, Paul; Riddell, Chris; Odin, Jacqueline",Les chevaliers de l'hiver,Chroniques du bout de monde (tome 2),Fantasy,,12/10/2006,Editions Milan,393,9782745922298,"Un terrible hiver s'est abattu sur Sanctaphrax.
Un froid implacable, glacial, pénétrant.
Sur le rocher flottant, la vie semble figée, d'autant plus que la cité est en deuil : Linius Pallitax, le respecté Dignitaire suprême, vient de mourir.
Avant de disparaître, le vieux sage a toutefois permis à Quint Verginix, son jeune protégé, d'entrer à l'Académie de chevalerie. Seul désormais, Quint doit faire face à de nouveaux ennemis. Surtout, c'est à lui que reviendra la plus périlleuse des missions : sauver Sanctaphrax de son piège de glace.

Le cycle de Quint
1- La Malédiction du luminard
2- Les Chevaliers de l'hiver
3- La bataille du ciel",/MyLibrary/Images/Books/189.png
"Stewart, Paul; Riddell, Chris",Doombringer: Second Book of Cade,The Edge Chronicles (tome 12),Fantasy,,04/06/2015,Corgi Childrens,368,9780552567589,"Cade Quarter is starting a new life in the wilds, along with Tug, the Nameless One, and Rumblix, his prowlgrin pup. But despite the calm waters of the lake they live beside, and the sccrets in its depths, all is not well in the Farrow Ridges.

Cade has enemies who have not forgotten him.
And the arrival of a sinister mire-pearlers' skyship, the Doombringer, marks the start of a terrible threat to their community.

Cade and his friends must travel far and fight hard to defend the land and life they love.",/MyLibrary/Images/Books/192.png
"Stewart, Paul; Riddell, Chris",La Malédiction du luminard,Chroniques du bout de monde (tome 1),Fantasy,,18/05/2006,Editions Milan,394,9782745920669,"Sanctaphrax la Grande. Sanctaphrax la Puissante.
Une ville flottant sur son rocher, dont le nom seul inspire le respect et la crainte.
Mais une ville en danger : c'est ce que Linius Pallitax, Dignitaire suprême de Sanctaphrax, et son jeune assistant, Quint Verginix, viennent de découvrir. Au plus profond de son rocher flottant, Sanctaphrax abrite un terrible secret. Pire qu'un secret, une vérité : quand la terre et le ciel s'unissent pour de sombres raisons, ils peuvent donner naissance à la pire créature qui soit. Une créature synonyme de destruction. Le luminard...

Le cycle de Quint
1- La Malédiction du luminard
2Les Chevaliers de l'hiver
3 La Bataille du ciel",/MyLibrary/Images/Books/187.png
"Stewart, Paul; Riddell, Chris",The Descenders: Third Book of Cade,The Edge Chronicles (tome 13),Fantasy,,07/03/2019,RHCP Digital,443,9780552567596,"Cade Quarter has spent years running from an enemy he's never even met - the ruthless and power-hungry Quove Lentis.
When Lentis's deadly agenda finally catches up with Cade, he and his friends are forced to flee once more, this time to the legendary floating city of New Sanctaphrax.

But even finding his long-lost uncle, Nate Quarter, isn't the end of Cade's troubles. Now, more than ever, he must find the courage to unite his friends, defy his enemies - and unlock one of the last secrets of the Edge.

He must become a Descender...",/MyLibrary/Images/Books/193.png
"Stewart, Paul; Riddell, Chris",The Edge Chronicles Maps,The Edge Chronicles,,,02/09/2004,Corgi Childrens,32,9780552551250,,/MyLibrary/Images/Books/194.png
"Stewart, Paul; Riddell, Chris",The Immortals: The Book of Nate,The Edge Chronicles (tome 10),Fantasy,,29/02/2012,RHCP Digital,690,9780552569729,"Danger is everywhere in the Edge. The goblin clans are preparing for war and a storm is gathering, unlike any that has been seen before.

When Nate Quarter's life is threatened, he is forced to flee from the phraxmines of the Eastern Woods to the mighty city of Great Glade. Can he and the friends he makes along the way discover the truth about the past - and ensure the future of the Edge?",/MyLibrary/Images/Books/195.png
"Stewart, Paul; Riddell, Chris",The Nameless One - Book 1 of the Cade Saga,The Edge Chronicles (tome 11),Fantasy,,02/10/2014,Corgi Childrens,368,9780552567572,"Cade Quarter is on the run wanted for the crimes of an uncle he has never even met. With nowhere else to go, he sneaks onto the Xanth Filatine; a forbidding skyship bound for the city of Hive. But he is soon forced to abandon ship for the harsh lands of the mighty Deepwoods.

Cade must build a new life amongst flesh-eating bloodoak trees, fearsome goblin tribes and monstrous lake creatures. And most mysterious of all, a strange, half-formed giant known only as the nameless one...",/MyLibrary/Images/Books/191.png
"Suskind, Patrick",Le Parfum,,Roman,,1985,Le Livre de Poche,150,9782253044901,"Au XVIIIe siècle vécut en France un homme qui compta parmi les personnages les plus géniaux et les plus horribles de son époque.
Il s'appelait Jean-Baptiste Grenouille.
Sa naissance, son enfance furent épouvantables et tout autre que lui n'aurait pas survécu.
Mais Grenouille n'avait besoin que d'un minimum de nourriture et de vêtements, et son âme n'avait besoin de rien. Or ce monstre de Grenouille avait un don, ou plutôt un nez unique au monde, et il entendait bien devenir, même par les moyens
les plus atroces, le Dieu tout-puissant de l'univers, car ""qui maîtrisait les odeurs, maîtrisait le coeur
des hommes"".
C'est son histoire, abominable...et drolatique, qui nous est racontée dans Le Parfum, un best-seller mondial.",/MyLibrary/Images/Books/170.png
"Taleb, Nassim Nicholas",The Black Swan: The Impact of the Highly Improbable,,Essai,,28/02/2008,Penguin,480,9780141034591,"What have the invention of the wheel, Pompeii, the Wall Street Crash, Harry Potter and the internet got in common?
Why should you never run for a train or read a newspaper?
What can Catherine the Great's lovers tell us about probability?
Why are almost all forecasters
con-artists?
This book is all about Black Swans: the random events that underlie our lives, from bestsellers to world disasters. Their impact is huge ; they're nearly impossible to predict ; yet after they happen we always try to rationalize them. A rallying cry to ignore the ""experts"", The Black
Swan shows us how to stop trying to predict everything and take advantage of uncertainty.",/MyLibrary/Images/Books/221.png
"Tanaka, Tatsuya",Small Wonders - life portrait in miniature,,Art,,01/08/2017,Nippan Ips,128,9784865050776,"You can row a boat made of chili. You can enjoy picnic lunch under broccoli trees. You can hit the piano keys made of barcode. You can skate on a shiny rink, which is actually the surface of a CD. In this miniature world life looks as usual too - yet in a different perspective. Japanese photographer Tatsuya Tanaka started posting miniature images on a daily basis in 2011, calling it ""Miniature Calendar."" Since then more than 2,000 images has been updated on his website with the project named ""Miniature Calendar,"" and now he has 570,000+ followers on Instagram and gets 90,000+ likes on Facebook. In this book you can find more than 200 works created by utilizing everyday objects, handmade tiny figures, and an immense amount of imagination. You will be amazed by the ideas with the things around you and reminded of the curiosity you used to have in childhood.",/MyLibrary/Images/Books/235.png
